Date,temperature_2m_max,temperature_2m_min,dbt,wbt,relative_humidity_2m_mean,wind_speed_10m_max,cloud_cover_mean,shortwave_radiation_sum,surface_pressure_mean,et0_fao_evapotranspiration,precipitation_sum,vapour_pressure_deficit_max,sunshine_duration
1980-01-01,26.4,14.4,20.3,16.3,70,9.4,2,16.39,1011.8,3.28,0.0,1.91,36505.31
1980-01-02,26.2,16.8,20.5,18.5,85,9.8,53,10.88,1011.9,2.12,5.3,1.43,36000.0
1980-01-03,21.4,17.6,19.4,18.1,89,10.0,69,5.19,1013.2,1.09,2.7,0.55,9535.44
1980-01-04,24.0,16.6,19.4,15.9,73,14.0,33,8.68,1015.1,2.23,0.0,1.59,23702.52
1980-01-05,23.2,14.5,18.8,14.3,64,14.4,42,8.72,1015.3,2.37,0.0,1.63,28732.26
1980-01-06,22.7,13.9,17.8,13.6,66,12.6,35,12.14,1015.7,2.71,0.0,1.55,36682.3
1980-01-07,23.1,11.6,16.6,12.0,63,15.5,0,17.52,1016.7,3.54,0.0,1.9,37762.7
1980-01-08,22.8,9.1,15.8,11.5,65,11.8,0,17.76,1015.7,3.4,0.0,1.74,37739.84
1980-01-09,23.4,9.5,16.3,11.9,65,12.4,0,17.8,1014.1,3.47,0.0,1.87,37991.38
1980-01-10,23.4,9.6,16.5,11.7,62,10.0,0,17.82,1012.4,3.46,0.0,1.95,38107.26
1980-01-11,24.8,9.6,17.7,12.2,58,9.7,0,17.88,1013.0,3.54,0.0,2.26,38149.66
1980-01-12,25.5,10.5,18.6,13.3,60,6.8,0,17.51,1014.6,3.24,0.0,2.21,38191.89
1980-01-13,26.3,13.9,20.2,15.2,62,6.5,4,17.05,1014.5,3.24,0.0,2.05,38166.39
1980-01-14,26.7,14.4,21.0,16.4,66,7.2,4,16.86,1015.0,3.25,0.0,1.96,38140.6
1980-01-15,26.9,14.9,21.1,17.1,71,8.1,13,15.61,1015.3,3.11,0.0,1.96,38114.65
1980-01-16,26.8,15.4,21.1,17.2,71,7.2,27,15.12,1014.8,2.99,0.0,1.8,38088.52
1980-01-17,27.3,16.4,21.7,19.2,82,7.6,43,14.65,1014.4,2.8,0.5,1.45,37517.79
1980-01-18,26.5,18.3,22.1,19.9,84,6.4,36,12.97,1015.4,2.47,0.6,1.21,38307.89
1980-01-19,27.5,18.3,22.5,20.0,82,6.5,45,13.98,1015.9,2.74,0.2,1.5,31081.24
1980-01-20,28.1,18.1,22.6,18.9,74,8.7,27,15.86,1015.1,3.36,0.1,2.14,34938.71
1980-01-21,27.5,16.0,21.8,17.1,66,9.4,17,17.37,1014.7,3.6,0.0,2.28,38581.1
1980-01-22,27.9,15.2,21.5,16.6,65,8.5,22,17.41,1013.4,3.58,0.0,2.56,38055.13
1980-01-23,25.6,16.6,20.6,18.4,83,7.9,35,11.58,1011.2,2.29,2.1,1.29,36826.59
1980-01-24,26.4,15.7,20.5,15.5,63,10.8,16,17.85,1012.1,3.87,0.0,2.4,38705.05
1980-01-25,25.9,12.3,19.1,13.4,58,10.3,0,18.93,1013.7,4.02,0.0,2.31,38745.75
1980-01-26,26.9,11.7,19.7,14.8,64,9.2,0,18.8,1011.3,3.71,0.0,2.34,38786.47
1980-01-27,28.8,15.4,21.6,17.8,73,11.8,14,17.34,1008.7,3.63,0.0,2.56,38827.16
1980-01-28,30.0,18.4,23.2,18.9,71,11.2,6,17.69,1006.4,3.64,0.0,2.98,38867.79
1980-01-29,28.4,17.9,22.7,17.6,65,13.7,23,16.2,1006.5,3.84,0.0,2.65,38908.31
1980-01-30,25.2,14.4,19.5,12.1,45,13.7,0,19.7,1010.0,4.67,0.0,2.5,38948.7
1980-01-31,25.4,10.3,18.1,11.8,53,10.1,0,19.76,1012.0,3.98,0.0,2.44,38988.89
1980-02-01,26.4,11.1,18.7,12.6,56,9.3,0,19.6,1012.3,4.02,0.0,2.64,39028.86
1980-02-02,26.9,11.8,20.1,15.7,68,9.1,13,17.3,1012.3,3.54,0.0,2.11,39068.58
1980-02-03,27.7,16.5,21.4,19.3,84,11.6,46,14.98,1012.1,2.96,1.6,1.62,37888.58
1980-02-04,28.8,19.5,23.5,20.8,81,11.1,49,16.92,1011.4,3.41,0.7,1.77,39147.08
1980-02-05,25.7,19.5,22.1,19.9,84,6.9,60,11.09,1011.1,2.22,3.4,1.14,37278.27
1980-02-06,25.9,17.9,21.6,17.3,69,11.9,25,16.51,1012.0,3.52,0.2,1.98,39224.1
1980-02-07,24.3,13.1,18.6,12.3,52,11.3,0,20.35,1013.6,4.21,0.0,2.21,39261.97
1980-02-08,24.9,10.8,18.6,12.7,56,9.5,0,20.45,1014.6,4.12,0.0,2.34,39299.36
1980-02-09,25.9,10.9,19.4,13.6,57,7.3,0,20.22,1013.9,3.86,0.0,2.33,39336.24
1980-02-10,27.2,12.7,20.1,16.0,70,9.8,4,19.4,1012.8,3.68,0.0,2.19,39372.58
1980-02-11,27.3,14.8,21.1,16.7,68,9.1,27,17.79,1014.7,3.48,0.0,2.18,39408.35
1980-02-12,27.5,13.9,20.4,14.0,54,9.7,9,20.54,1014.7,4.39,0.0,2.74,39443.51
1980-02-13,27.9,12.6,20.5,14.2,54,8.4,0,20.56,1013.4,4.3,0.0,2.73,39478.06
1980-02-14,28.7,13.6,22.0,16.7,62,7.9,11,19.61,1012.3,3.89,0.0,2.46,39512.1
1980-02-15,28.7,18.4,22.8,20.2,81,10.9,30,16.8,1011.7,3.47,2.4,1.89,39545.66
1980-02-16,29.7,19.3,23.7,20.6,78,14.2,31,17.71,1011.0,3.71,2.1,2.11,39578.75
1980-02-17,29.4,19.2,22.5,20.4,85,13.7,43,17.23,1010.7,3.44,14.9,1.83,39595.0
1980-02-18,26.2,18.6,21.5,19.2,83,11.0,44,11.94,1012.3,2.4,2.5,1.44,27057.07
1980-02-19,27.3,17.4,22.3,19.6,80,8.9,33,16.74,1013.1,3.41,0.0,1.73,32400.0
1980-02-20,28.9,19.4,23.8,20.5,77,7.7,26,16.77,1013.3,3.42,0.1,2.13,35752.88
1980-02-21,29.1,15.7,22.6,17.3,63,8.0,3,21.21,1014.0,4.34,0.0,2.72,39600.0
1980-02-22,30.9,17.9,24.1,20.0,73,12.0,7,19.88,1011.8,4.24,0.0,2.9,39600.0
1980-02-23,31.5,21.0,25.4,21.2,73,10.9,16,20.16,1009.2,4.36,0.0,3.11,39357.87
1980-02-24,32.1,22.6,26.3,22.4,75,13.0,9,20.32,1007.5,4.36,0.0,3.01,37680.75
1980-02-25,31.7,20.2,25.8,19.8,63,12.9,26,21.38,1007.6,4.92,0.0,3.62,39600.0
1980-02-26,30.8,16.3,23.6,16.7,57,9.4,2,22.68,1009.7,4.92,0.0,3.6,39610.67
1980-02-27,31.6,17.9,24.2,19.0,66,10.9,4,21.02,1007.0,4.75,0.0,3.44,39600.0
1980-02-28,32.4,20.9,25.8,21.1,70,11.6,27,21.17,1005.1,4.65,0.0,3.4,39600.0
1980-02-29,32.5,22.7,26.5,23.1,77,16.2,30,18.99,1005.6,4.43,1.4,2.79,38049.02
1980-03-01,26.2,19.5,22.0,20.9,91,12.8,93,9.89,1009.1,1.99,42.7,1.02,16154.69
1980-03-02,27.8,18.5,22.6,19.2,75,13.2,23,20.22,1006.5,4.16,3.7,2.06,39986.64
1980-03-03,29.1,16.0,22.8,17.5,63,10.4,1,22.89,1007.9,4.9,0.0,2.71,40211.71
1980-03-04,30.7,19.9,24.6,21.2,77,10.2,14,21.54,1007.4,4.47,0.0,2.45,39683.36
1980-03-05,29.0,19.8,24.0,20.5,76,9.7,18,22.18,1006.9,4.49,0.0,2.13,39657.18
1980-03-06,31.2,19.9,25.5,22.2,77,16.3,4,21.83,1006.0,4.78,0.2,2.04,40382.32
1980-03-07,32.1,22.5,27.0,23.2,75,16.0,1,22.58,1004.9,4.83,0.0,2.53,40354.66
1980-03-08,30.1,22.8,26.3,21.0,65,12.0,73,18.79,1007.0,4.34,0.0,2.6,33958.91
1980-03-09,30.3,21.0,24.6,20.1,68,11.2,35,21.55,1008.2,4.61,1.2,2.37,40298.36
1980-03-10,28.7,20.5,24.8,22.0,80,8.3,61,17.74,1009.9,3.56,0.5,1.55,39769.97
1980-03-11,31.2,20.4,25.6,21.7,74,8.4,22,21.56,1011.0,4.52,0.0,2.57,38784.34
1980-03-12,31.4,21.0,26.1,20.9,66,8.7,15,21.75,1011.3,4.82,0.0,2.82,40960.97
1980-03-13,31.7,19.4,25.4,19.2,59,10.3,1,23.64,1012.0,5.39,0.0,3.38,41430.56
1980-03-14,31.1,16.9,24.0,16.5,51,11.7,56,23.24,1012.9,5.44,0.0,3.57,41151.45
1980-03-15,31.8,15.0,23.8,16.4,52,10.4,1,24.9,1010.9,5.69,0.0,3.7,42041.6
1980-03-16,33.3,18.4,25.6,19.7,64,12.6,0,24.53,1009.0,5.72,0.0,3.92,42098.98
1980-03-17,33.7,21.7,27.0,20.9,62,11.9,36,18.08,1009.8,4.73,0.0,3.96,42156.45
1980-03-18,34.9,21.2,27.8,21.9,64,11.9,20,22.82,1009.4,5.49,0.0,3.94,42213.94
1980-03-19,35.9,22.8,28.8,22.5,63,13.0,4,23.58,1008.3,5.81,0.0,4.52,41751.85
1980-03-20,36.4,23.4,29.2,21.0,52,13.2,5,24.74,1009.0,6.29,0.0,4.88,42221.05
1980-03-21,36.2,21.4,28.6,20.0,50,10.5,0,24.89,1010.0,5.95,0.0,4.84,42385.62
1980-03-22,36.3,22.7,29.0,22.0,60,11.8,2,24.71,1008.3,6.13,0.0,4.73,42442.3
1980-03-23,37.5,22.7,29.6,23.2,64,14.1,9,22.95,1006.6,5.98,0.0,4.89,42498.57
1980-03-24,37.3,24.6,30.1,24.7,68,14.3,16,23.84,1007.7,5.93,1.5,4.17,42554.34
1980-03-25,37.6,25.1,30.3,24.3,63,21.1,15,22.72,1007.8,6.56,0.0,4.53,42610.15
1980-03-26,35.7,25.3,29.9,24.4,65,15.9,25,23.79,1009.3,6.29,0.0,3.37,42666.46
1980-03-27,34.2,25.2,29.2,24.7,70,13.1,43,19.53,1009.9,4.88,0.0,2.85,42723.17
1980-03-28,36.1,24.6,30.0,24.8,68,12.4,37,24.63,1010.1,5.75,0.0,3.76,42780.21
1980-03-29,36.1,24.8,29.9,23.7,61,11.8,78,22.92,1008.9,5.6,1.2,3.96,38237.38
1980-03-30,33.8,23.4,27.8,24.6,78,10.3,79,18.66,1008.6,4.18,8.3,2.69,37307.24
1980-03-31,33.2,23.0,27.8,23.2,71,9.4,35,23.04,1009.4,4.96,0.0,3.15,42952.51
1980-04-01,33.5,24.4,28.2,24.4,75,9.6,66,20.89,1010.5,4.75,0.2,2.87,33219.65
1980-04-02,34.2,24.9,28.5,24.9,76,11.5,75,21.11,1008.7,4.84,2.4,2.88,38469.39
1980-04-03,35.0,25.1,28.4,24.7,75,15.5,85,18.87,1007.3,4.55,1.2,3.45,25141.08
1980-04-04,35.4,24.8,29.1,24.7,72,14.9,43,24.48,1006.8,5.99,0.3,3.5,43182.02
1980-04-05,35.6,25.1,29.4,24.8,71,14.0,48,23.41,1008.2,5.66,1.4,3.45,42456.71
1980-04-06,35.1,24.1,29.5,24.7,70,8.6,65,22.29,1008.9,5.0,0.0,3.23,43200.0
1980-04-07,37.2,24.4,30.7,23.4,57,12.1,9,24.34,1006.5,6.11,0.0,4.69,43200.0
1980-04-08,38.2,25.1,31.1,23.7,57,14.8,11,23.88,1004.1,6.81,0.0,4.97,43200.0
1980-04-09,39.3,25.2,31.6,24.4,59,14.8,32,24.21,1002.2,6.93,0.1,5.49,43200.0
1980-04-10,38.6,26.5,31.5,25.4,64,14.2,33,24.58,1000.1,6.24,0.6,4.68,43200.0
1980-04-11,39.7,25.8,31.3,25.8,68,18.0,6,24.8,1000.6,6.63,0.7,5.14,43200.0
1980-04-12,38.7,25.9,31.1,26.4,72,18.4,4,25.84,1001.2,6.64,0.0,4.1,43200.0
1980-04-13,39.9,25.9,31.6,26.0,69,17.4,4,26.54,1000.8,6.47,0.0,5.49,43200.0
1980-04-14,37.6,25.8,30.8,26.7,75,16.0,17,25.44,1002.7,6.16,0.0,3.55,43200.0
1980-04-15,39.6,26.0,31.7,26.3,70,14.9,40,25.25,1003.2,6.18,0.0,5.32,43200.0
1980-04-16,39.7,25.9,32.1,26.1,67,12.7,19,25.55,1004.0,6.47,0.0,5.29,43200.0
1980-04-17,37.7,26.4,31.3,25.3,65,14.1,41,21.27,1004.3,5.58,1.5,4.74,43200.0
1980-04-18,38.1,27.1,31.4,26.7,72,19.5,33,24.71,1003.4,6.64,0.3,4.15,43200.0
1980-04-19,37.2,27.0,31.3,26.9,72,17.7,40,23.59,1004.4,6.23,0.0,3.39,41273.11
1980-04-20,36.8,27.4,31.4,27.1,73,21.3,26,24.68,1004.8,6.5,0.0,3.17,43200.0
1980-04-21,37.2,27.2,31.4,27.1,73,17.4,19,24.63,1004.4,6.36,0.0,3.37,43200.0
1980-04-22,38.8,27.7,32.1,27.3,71,20.0,9,24.75,1002.2,6.62,0.0,4.07,43200.0
1980-04-23,40.1,27.9,32.9,27.4,67,20.5,7,25.66,999.6,7.31,0.0,4.67,43200.0
1980-04-24,41.1,27.9,33.4,26.4,61,20.1,1,27.01,999.6,7.03,0.0,5.95,43200.0
1980-04-25,40.3,26.9,32.5,25.9,64,19.1,1,27.37,1002.2,7.28,0.0,5.77,43200.0
1980-04-26,38.1,26.9,31.4,26.7,71,21.6,44,26.01,1003.8,6.97,0.0,3.81,43200.0
1980-04-27,37.2,27.5,31.3,26.6,70,23.0,22,25.83,1003.7,7.1,0.0,3.46,43200.0
1980-04-28,37.8,28.0,31.8,27.0,70,20.9,14,25.9,1003.4,7.15,0.0,3.62,43200.0
1980-04-29,37.6,27.7,31.6,26.9,71,23.9,12,25.81,1003.7,7.11,0.0,3.53,43200.0
1980-04-30,37.2,27.4,31.2,26.4,70,23.9,13,26.23,1004.5,7.14,0.0,3.51,43200.0
1980-05-01,37.0,27.1,31.2,26.2,69,22.5,16,26.52,1005.5,7.09,0.0,3.47,43200.0
1980-05-02,37.5,27.1,31.3,26.5,70,21.1,12,25.86,1005.1,6.8,0.0,3.53,43200.0
1980-05-03,37.8,27.2,31.6,26.7,69,19.3,21,26.34,1003.7,6.87,0.0,3.79,43200.0
1980-05-04,37.9,27.6,31.6,27.0,71,19.1,22,24.51,1001.6,6.54,0.0,3.63,43200.0
1980-05-05,37.6,27.9,31.9,27.3,71,22.7,16,24.57,1000.9,6.73,0.0,3.43,43294.27
1980-05-06,37.8,28.6,32.4,27.7,71,20.7,21,24.91,1001.0,6.9,0.0,3.41,43282.73
1980-05-07,37.0,28.7,31.8,27.4,72,22.3,48,19.42,1001.0,5.9,0.0,3.3,40539.54
1980-05-08,36.7,28.6,31.8,27.3,72,23.2,45,20.99,1001.8,6.15,0.4,3.17,41804.33
1980-05-09,37.8,28.5,32.3,27.9,73,19.1,28,24.08,1002.9,6.48,0.0,3.42,43200.0
1980-05-10,38.2,28.4,32.5,27.7,71,19.8,20,25.78,1002.3,6.86,0.0,3.79,41130.1
1980-05-11,36.5,26.5,30.5,26.9,77,20.7,61,20.29,1003.6,5.21,7.7,3.12,41745.27
1980-05-12,36.0,26.3,30.7,26.8,75,20.5,41,23.39,1003.0,6.01,0.8,2.92,41041.99
1980-05-13,36.0,27.8,31.1,26.8,72,20.6,30,23.36,1003.6,6.28,0.0,2.94,41556.9
1980-05-14,36.4,27.8,31.3,26.7,71,18.4,45,22.74,1004.7,6.02,0.0,3.15,43714.3
1980-05-15,37.2,26.7,31.2,26.8,72,21.0,33,23.57,1004.3,6.34,0.0,3.41,43439.26
1980-05-16,37.0,28.1,31.7,26.8,69,22.3,14,24.94,1002.2,6.99,0.0,3.27,43691.83
1980-05-17,37.6,28.7,32.2,27.3,70,23.8,35,23.58,999.5,6.78,0.0,3.55,43680.62
1980-05-18,37.5,28.0,32.1,27.9,73,19.5,27,23.68,998.8,6.4,0.0,3.36,43934.48
1980-05-19,37.9,28.6,32.5,28.1,73,18.4,32,24.0,999.7,6.48,0.0,3.45,43923.74
1980-05-20,37.8,29.1,32.8,28.1,71,11.7,52,22.5,1000.3,5.75,0.2,3.53,43647.29
1980-05-21,38.1,27.6,32.3,27.4,70,12.6,41,24.18,1000.3,6.08,0.0,3.78,43902.47
1980-05-22,38.7,27.8,32.9,27.7,68,14.8,32,26.63,999.0,6.98,0.0,3.81,43298.24
1980-05-23,40.1,27.8,33.1,27.5,68,19.1,7,26.14,997.1,7.05,0.0,4.83,44505.96
1980-05-24,41.0,27.9,33.5,27.2,66,18.4,10,26.58,997.2,7.39,0.0,5.93,44489.14
1980-05-25,38.8,28.2,32.6,27.6,70,21.3,30,26.27,1000.2,7.27,0.0,4.1,44205.23
1980-05-26,36.6,28.7,32.0,27.2,70,18.7,52,20.97,1003.8,5.87,0.2,3.18,42247.85
1980-05-27,36.3,28.5,31.1,26.5,71,20.4,37,22.85,1002.6,6.11,1.5,3.55,44643.04
1980-05-28,34.1,28.3,30.2,26.3,74,21.0,30,22.57,1001.1,5.79,1.7,2.43,43889.56
1980-05-29,33.9,28.5,30.4,26.6,75,19.2,55,20.45,1002.5,5.25,5.8,2.07,43547.48
1980-05-30,33.0,26.6,29.5,26.6,80,18.7,89,19.24,1002.2,4.63,11.3,1.76,38804.13
1980-05-31,32.3,27.4,28.8,26.5,83,15.5,81,18.62,1002.6,4.19,14.3,1.54,39183.79
1980-06-01,32.2,26.2,28.2,26.1,85,13.7,87,16.92,1003.2,3.75,6.0,1.46,27833.25
1980-06-02,31.1,26.3,27.8,25.8,85,11.9,92,13.9,1003.6,3.15,8.2,1.37,32731.9
1980-06-03,30.4,25.9,27.4,25.5,86,9.6,98,10.84,1001.2,2.46,3.8,1.19,11708.92
1980-06-04,30.6,25.6,28.0,25.6,83,11.5,93,15.07,998.0,3.31,1.9,1.33,33264.8
1980-06-05,33.8,26.0,29.7,26.6,79,14.6,86,20.1,998.0,4.61,1.6,2.15,40284.15
1980-06-06,35.4,28.2,30.8,27.6,78,20.2,94,18.7,998.7,4.79,0.8,2.39,36436.22
1980-06-07,34.6,28.5,29.9,27.5,83,15.3,84,15.31,998.6,3.7,15.0,2.19,28972.74
1980-06-08,33.1,28.0,29.1,27.4,88,16.2,100,11.33,1000.4,2.73,12.9,1.63,10761.73
1980-06-09,32.4,26.1,28.4,26.6,87,16.5,97,14.85,1001.3,3.29,18.3,1.38,21945.27
1980-06-10,31.3,25.5,27.7,26.2,89,12.9,99,13.4,1000.4,2.95,18.8,1.16,24135.18
1980-06-11,31.4,26.8,29.0,26.8,84,15.6,92,16.6,1000.5,3.75,5.8,1.32,37869.61
1980-06-12,32.1,26.8,28.7,26.6,85,12.1,85,17.52,1002.1,3.82,11.8,1.43,35474.82
1980-06-13,33.1,26.8,29.3,26.6,82,11.1,62,21.2,1002.6,4.64,3.0,1.87,44212.55
1980-06-14,33.0,26.5,29.1,26.7,83,12.4,83,20.02,1001.4,4.4,2.8,1.5,43932.36
1980-06-15,31.5,27.0,28.6,26.4,85,12.7,97,15.15,999.5,3.38,5.4,1.38,31704.34
1980-06-16,30.8,26.1,28.1,26.3,88,16.2,99,13.15,997.5,2.89,2.6,0.89,22898.25
1980-06-17,30.0,26.4,27.6,26.2,90,11.9,100,9.09,996.3,2.08,15.3,0.89,3049.7
1980-06-18,28.6,26.2,27.4,26.1,91,12.7,100,7.5,996.5,1.74,10.3,0.53,786.55
1980-06-19,31.0,25.9,28.0,26.2,87,16.5,86,14.26,996.9,3.22,7.9,1.14,27115.65
1980-06-20,29.7,25.8,27.8,26.1,88,17.3,100,11.59,999.0,2.69,13.2,0.91,14936.33
1980-06-21,30.1,25.6,27.6,25.8,87,18.2,100,12.7,999.9,2.92,11.8,0.98,13089.62
1980-06-22,31.2,26.1,27.8,25.8,86,20.2,100,13.74,998.0,3.17,3.6,1.32,24960.17
1980-06-23,29.1,26.0,27.1,25.7,90,17.1,99,9.45,999.9,2.15,5.8,0.77,6129.03
1980-06-24,30.8,25.4,27.5,25.9,89,14.0,89,13.66,1000.8,2.92,14.8,1.02,31901.56
1980-06-25,32.2,25.8,28.1,26.2,86,10.5,94,18.09,998.8,3.88,6.6,1.5,36497.22
1980-06-26,30.4,25.5,27.8,25.8,86,12.3,88,12.48,996.3,2.86,6.4,1.05,26606.12
1980-06-27,31.2,26.2,28.4,25.8,82,15.6,90,17.23,996.2,3.88,2.1,1.22,41014.55
1980-06-28,31.5,26.7,28.5,26.3,84,8.0,94,18.24,995.7,3.91,8.2,1.35,38024.12
1980-06-29,32.1,25.7,28.6,26.4,84,6.6,98,17.78,994.2,3.84,6.1,1.51,41631.88
1980-06-30,33.1,26.7,29.0,26.8,85,12.9,88,18.85,994.1,4.12,3.4,1.59,38594.58
1980-07-01,30.3,26.8,28.0,26.1,86,19.9,92,13.98,994.4,3.25,2.8,0.92,29454.02
1980-07-02,29.4,25.9,27.3,25.6,88,19.6,89,10.54,995.7,2.52,6.1,0.82,24085.99
1980-07-03,31.1,25.1,27.1,25.6,89,13.8,91,12.75,997.5,2.79,5.9,1.33,19594.3
1980-07-04,31.8,26.4,28.4,26.3,85,9.9,88,16.2,998.0,3.62,6.0,1.48,34383.08
1980-07-05,31.4,26.4,28.5,26.3,85,8.6,95,13.78,997.5,3.07,9.3,1.34,28677.37
1980-07-06,30.9,26.0,27.6,26.1,89,6.8,93,11.87,996.7,2.56,21.1,1.21,21460.44
1980-07-07,30.4,25.7,27.4,26.0,90,13.0,98,10.29,994.8,2.32,14.3,1.02,14385.62
1980-07-08,31.4,26.7,28.7,26.3,83,17.9,82,18.44,995.9,4.07,1.9,1.2,42058.98
1980-07-09,30.7,25.8,27.6,25.9,88,8.4,96,10.84,997.2,2.42,12.3,1.06,16698.61
1980-07-10,30.3,26.0,27.6,25.9,88,11.5,77,12.01,997.5,2.63,11.9,0.97,24489.5
1980-07-11,30.6,26.0,27.9,26.2,87,14.0,84,12.25,997.4,2.79,4.9,1.05,36650.66
1980-07-12,32.0,26.5,28.3,26.4,87,13.5,87,15.18,998.9,3.36,11.6,1.43,35205.27
1980-07-13,31.1,26.1,28.0,26.3,87,11.7,96,13.31,999.7,2.97,15.2,1.22,21444.65
1980-07-14,31.2,25.8,27.7,26.1,88,12.6,100,13.75,998.8,3.02,17.7,1.26,24044.31
1980-07-15,30.5,25.6,27.7,26.0,88,11.4,100,14.51,999.1,3.14,6.8,1.14,31676.11
1980-07-16,31.0,26.4,28.2,26.1,85,19.1,100,15.8,1001.5,3.52,2.6,1.17,34840.43
1980-07-17,32.5,26.5,28.9,26.6,84,13.7,99,20.5,1003.0,4.47,3.0,1.65,41876.1
1980-07-18,33.0,26.6,29.0,26.9,85,11.2,99,16.68,1001.5,3.71,10.0,1.58,23847.62
1980-07-19,32.6,27.3,28.9,27.2,88,16.2,100,16.23,999.6,3.55,11.5,1.5,24547.43
1980-07-20,30.5,25.9,27.9,26.3,88,7.1,100,13.52,999.2,2.93,20.8,1.01,18994.4
1980-07-21,31.1,25.6,27.4,25.8,88,11.2,100,11.85,998.4,2.59,8.4,1.32,14663.84
1980-07-22,30.9,25.5,27.9,25.9,85,15.0,100,16.56,997.4,3.55,7.7,1.34,38550.55
1980-07-23,30.8,25.8,27.8,25.8,86,14.7,100,13.91,998.6,3.1,9.5,1.1,23457.59
1980-07-24,32.0,26.0,28.4,26.3,85,17.1,92,19.81,998.1,4.13,3.0,1.32,40632.88
1980-07-25,31.7,25.8,28.1,26.2,86,15.1,97,17.26,997.5,3.75,9.5,1.29,30198.83
1980-07-26,30.6,25.6,27.3,25.7,88,18.9,99,13.5,997.7,2.97,10.4,1.14,25351.42
1980-07-27,30.4,25.5,27.5,25.8,88,16.7,99,14.12,999.1,3.06,3.6,1.02,21047.73
1980-07-28,30.2,25.9,27.2,25.8,89,9.6,99,11.56,1000.3,2.51,11.7,0.95,12187.56
1980-07-29,30.9,26.0,28.1,25.8,84,14.9,78,16.79,1001.2,3.72,1.5,1.35,42903.26
1980-07-30,31.3,25.7,28.1,25.8,84,17.7,77,18.32,1000.8,4.02,0.9,1.3,43083.09
1980-07-31,30.9,26.2,28.2,26.1,85,12.9,99,15.53,999.0,3.48,3.8,1.25,37511.9
1980-08-01,31.3,26.1,28.1,26.0,85,11.4,99,15.11,997.5,3.34,9.0,1.28,30631.09
1980-08-02,30.4,25.5,27.6,25.6,86,16.3,95,14.21,998.3,3.13,10.8,1.08,34591.67
1980-08-03,30.8,25.8,28.0,25.5,82,23.4,87,16.89,999.7,3.88,0.9,1.4,41297.32
1980-08-04,30.6,25.5,27.8,25.4,83,14.1,92,15.68,1000.8,3.6,1.9,1.19,41170.89
1980-08-05,30.4,25.8,27.8,25.7,84,15.8,95,15.91,1001.0,3.58,6.6,1.1,36767.13
1980-08-06,31.2,26.0,27.7,25.7,86,16.8,99,16.12,1000.2,3.54,6.4,1.34,28760.23
1980-08-07,30.6,25.9,27.6,25.6,85,13.8,99,14.04,999.8,3.13,6.6,1.29,31822.78
1980-08-08,30.6,25.8,27.5,25.5,86,12.1,99,12.92,999.9,2.82,9.2,1.27,28510.51
1980-08-09,30.0,25.0,27.2,25.7,89,12.6,100,12.92,1000.6,2.76,37.3,1.08,25495.18
1980-08-10,30.3,25.2,27.3,25.8,89,14.1,97,13.69,1000.0,2.96,16.7,0.99,35488.58
1980-08-11,30.6,25.5,27.4,25.7,88,13.3,97,13.91,998.9,3.04,9.7,1.2,31296.76
1980-08-12,31.1,26.3,28.3,26.2,85,14.4,83,17.46,1000.1,3.82,8.8,1.26,37327.33
1980-08-13,30.8,26.2,28.1,26.4,88,17.8,93,14.77,1000.4,3.19,10.8,1.08,39644.99
1980-08-14,31.9,26.6,28.8,26.5,84,16.2,97,17.88,1001.3,4.05,3.2,1.46,41289.01
1980-08-15,31.8,26.6,28.8,26.5,84,19.1,89,20.92,1002.1,4.56,0.9,1.2,42301.26
1980-08-16,32.0,26.3,28.6,26.2,83,18.4,79,20.59,1001.9,4.55,4.1,1.5,43200.0
1980-08-17,32.2,26.0,28.4,26.2,85,15.9,100,17.63,1000.2,3.86,6.4,1.38,38217.24
1980-08-18,31.2,26.3,28.2,26.3,86,11.0,95,13.56,999.5,3.0,9.0,1.22,26718.43
1980-08-19,32.3,25.8,28.4,26.3,85,9.6,82,18.29,999.8,3.92,4.0,1.39,40261.08
1980-08-20,31.3,26.2,28.3,26.3,86,10.9,97,15.1,1000.4,3.28,2.5,1.35,38738.08
1980-08-21,30.3,25.9,28.1,26.1,86,14.8,100,13.42,999.3,3.02,1.3,1.05,27686.87
1980-08-22,31.1,25.9,27.7,25.8,87,17.6,91,15.92,997.6,3.43,4.3,1.24,36563.08
1980-08-23,30.4,25.8,27.5,25.9,88,13.0,87,12.04,997.8,2.69,7.2,1.08,22733.83
1980-08-24,31.1,25.3,27.2,25.7,89,13.1,97,12.18,997.9,2.64,22.8,1.2,26833.57
1980-08-25,30.0,25.6,27.1,25.7,90,7.9,98,9.19,997.9,2.03,13.1,1.01,14914.58
1980-08-26,30.2,25.2,26.3,25.3,93,21.2,100,6.41,996.3,1.57,51.0,0.99,5517.45
1980-08-27,29.9,24.9,27.5,25.0,82,21.4,95,12.41,998.1,3.17,3.9,1.14,31100.94
1980-08-28,31.6,25.5,28.3,25.8,83,12.1,63,18.13,1000.7,3.98,1.0,1.39,43200.0
1980-08-29,32.4,25.5,28.4,26.2,85,9.4,38,19.63,1001.3,4.15,2.0,1.71,43200.0
1980-08-30,32.2,25.9,28.8,26.2,82,10.1,68,19.39,1002.1,4.22,0.3,1.71,43200.0
1980-08-31,31.5,26.4,28.5,26.3,85,11.0,99,15.11,1002.3,3.33,3.4,1.37,29929.64
